"","track_id","date_released","favorites","listens","album_title","latitude","longitude","location","duration","genre_top","interest","song_title","acousticness","danceability","energy","instrumentalness","liveness","speechiness","tempo","valence","artist_name","release","artist_discovery","artist_familiarity","artist_hotttnesss","song_currency","song_hotttnesss"
"39",200,2009-01-07,0,12333,"Blue Piano",40.7143528,-74.0059731,"New York, NY",194,"Folk",1945,"Baby Come Home",0.960191604,0.215925929,0.295126456,0.802977714,0.170076121,0.037825105,200.391,0.367739929,"Ed Askew","Blue Piano",0.423999367,0.403155,0.444855,4.16667e-05,0.063842
"40",201,2009-01-07,0,894,"What I Know",40.7143528,-74.0059731,"New York, NY",210,"Folk",870,"Big City",0.991812893,0.461854871,0.543751241,0.964922262,0.137006432,0.02568771,93.945,0.758631548,"Ed Askew","What I Know",0.423999367,0.403155,0.444855,0,0
"41",202,2009-01-07,0,894,"What I Know",40.7143528,-74.0059731,"New York, NY",258,"Folk",682,"Palomino",0.994847915,0.571658937,0.211420522,0.968892685,0.120100005,0.035420088,111.007,0.192613284,"Ed Askew","What I Know",0.423999367,0.403155,0.444855,0,0
"42",203,2009-01-07,0,12333,"Blue Piano",40.7143528,-74.0059731,"New York, NY",195,"Folk",1737,"Song For R",0.992764778,0.58898676,0.137918295,0.087376056,0.09576879,0.058463974,122.31,0.631042683,"Ed Askew","Blue Piano",0.423999367,0.403155,0.444855,0,0
"43",204,2009-01-07,0,12333,"Blue Piano",40.7143528,-74.0059731,"New York, NY",324,"Folk",1954,"My Dream",0.976754028,0.413428413,0.226167358,0.264870994,0.145063658,0.039428972,105.012,0.253538532,"Ed Askew","Blue Piano",0.423999367,0.403155,0.444855,0,0
"44",205,2009-01-07,0,894,"What I Know",40.7143528,-74.0059731,"New York, NY",244,"Folk",556,"What Crow Saw",0.995593241,0.290893659,0.133998154,0.965615896,0.101731056,0.032228432,103.425,0.126066853,"Ed Askew","What I Know",0.423999367,0.403155,0.444855,0,0
"45",206,2009-01-07,0,894,"What I Know",40.7143528,-74.0059731,"New York, NY",141,"Folk",510,"Bella Crane",0.995648722,0.403129003,0.209892274,0.972870004,0.128509764,0.038009667,119.073,0.929618895,"Ed Askew","What I Know",0.423999367,0.403155,0.444855,0,0
"46",207,2009-01-07,0,12333,"Blue Piano",40.7143528,-74.0059731,"New York, NY",96,"Folk",2811,"Piano 3",0.987258116,0.633733393,0.008987468,0.91008157,0.107974576,0.248673322,49.581,0.708865941,"Ed Askew","Blue Piano",0.423999367,0.403155,0.444855,0,0
"47",208,2009-01-07,0,12333,"Blue Piano",40.7143528,-74.0059731,"New York, NY",273,"Folk",1239,"Safe Harbor",0.985727423,0.416511608,0.363309578,0.783343608,0.208498269,0.03317752,110.579,0.218290722,"Ed Askew","Blue Piano",0.423999367,0.403155,0.444855,0,0
"48",209,2009-01-07,0,12333,"Blue Piano",40.7143528,-74.0059731,"New York, NY",328,"Folk",1276,"Safe Harbor",0.995272848,0.480660903,0.575464372,0.896955117,0.36915669,0.080061934,96.053,0.222953144,"Ed Askew","Blue Piano",0.423999367,0.403155,0.444855,0,0
"49",210,2009-01-07,0,12333,"Blue Piano",40.7143528,-74.0059731,"New York, NY",184,"Folk",3706,"In the French Court",0.98953329,0.43018958,0.227035859,0.524683851,0.105815294,0.034497728,96.845,0.272791224,"Ed Askew","Blue Piano",0.423999367,0.403155,0.444855,0,0
"50",211,2009-01-07,0,12333,"Blue Piano",40.7143528,-74.0059731,"New York, NY",247,"Folk",16106,"In America",0.991135783,0.605553826,0.173004336,0.806026674,0.165239674,0.029838101,95.105,0.154600307,"Ed Askew","Blue Piano",0.423999367,0.403155,0.444855,0,0
"51",212,2009-01-07,0,12333,"Blue Piano",40.7143528,-74.0059731,"New York, NY",230,"Folk",2299,"When I Arive",0.844050474,0.668737816,0.35695776,0.029864837,0.618520472,0.02892711,100.117,0.348817403,"Ed Askew","Blue Piano",0.423999367,0.403155,0.444855,0,0
"52",213,2007-07-05,1,1148,"Au",45.5234515,-122.6762071,"Portland, OR",247,"Pop",2828,"Boute",0.933741035,0.312719823,0.340999047,0.919242324,0.082975843,0.032745236,142.499,0.043053815,"AU","Au",0.463409289,0.468543,0.532223,0.000302419,0.214164
"53",226,2006-01-01,0,2677,"Bad News Bats",39.952335,-75.163789,"Philadelphia, PA",231,"Rock",2764,"W.T.M.",0.132583296,0.541156534,0.757255185,0.882617439,0.099432659,0.02921597,144.808,0.733505516,"Bad News Bats","Bad News Bats",0.268421864,0.234926,0.280415,0.00025,0.043313
"54",228,2006-01-01,0,2677,"Bad News Bats",39.952335,-75.163789,"Philadelphia, PA",218,"Rock",2467,"Don't Run With Pizzas",0.016759124,0.36195545,0.872379042,0.922775365,0.15177309,0.03860093,146.546,0.532632464,"Bad News Bats","Bad News Bats",0.268421864,0.234926,0.280415,0,0
"55",236,,0,7702,"Bersa Discos #8",37.8043637,-122.2711137,"Oakland, CA",309,"",11240,"Push Am (Left, Right)",0.230012648,0.848918355,0.444920717,0.820066865,0.162605939,0.101743773,120.095,0.84631348,"Banana Clipz","Bersa Discos #8",0.258902204,0.194221,0.27047,0,0
"56",237,2003-01-11,3,2544,"6",41.8239891,-71.4128343,"Providence, RI",450,"Jazz",1391,"Garbage and (Garbage and Fire)",0.968318169,0.306269119,0.541039789,0.956206182,0.088763521,0.118232716,130.996,0.039938682,"Barnacled","6",0.300486223,0.248524,0.313912,0,0
"57",238,2003-01-11,3,2544,"6",41.8239891,-71.4128343,"Providence, RI",821,"Jazz",1394,"France Attacks",0.976197969,0.245786029,0.286940546,0.961436016,0.116216601,0.048798335,81.869,0.117597731,"Barnacled","6",0.300486223,0.248524,0.313912,0,0
"58",247,2009-01-09,0,5613,"On Opaque Things",,,"",146,"Rock",1549,"A New Map for Kissing",0.993396802,0.441971555,0.484894395,0.938292699,0.092892846,0.044921869,133.196,0.638205074,"Bird Names","On Opaque Things",0.333480053,0.316331,0.34838,0,0
"59",249,2009-01-09,0,5613,"On Opaque Things",,,"",125,"Rock",1470,"The Indefinite Time Yet to Come",0.979755252,0.371783751,0.523408141,0.968838162,0.109446962,0.070379131,168.606,0.377169697,"Bird Names","On Opaque Things",0.333480053,0.316331,0.34838,0,0
"60",252,2009-01-09,0,5613,"On Opaque Things",,,"",173,"Rock",512,"It's Becoming a Stranger",0.993188,0.710144852,0.250673243,0.946342472,0.105912465,0.036461641,111.228,0.490516508,"Bird Names","On Opaque Things",0.333480053,0.316331,0.34838,0,0
"61",255,2009-01-09,0,5613,"On Opaque Things",,,"",182,"Rock",5585,"We Want to be Old",0.987328174,0.703590991,0.435712052,0.90172303,0.11375812,0.067624008,122.811,0.910820773,"Bird Names","On Opaque Things",0.333480053,0.316331,0.34838,0,0
"62",256,2009-01-08,1,4418,"Black Elk",45.5234515,-122.6762071,"Portland, OR",202,"Rock",2864,"Toggle",0.430246542,0.262049934,0.97208567,0.896692962,0.40734359,0.151244955,118.281,0.06179626,"Black Elk","Black Elk",0.465448596,0.406155,0.490348,0,0
"63",257,2009-01-08,1,4418,"Black Elk",45.5234515,-122.6762071,"Portland, OR",146,"Rock",2177,"My Lil'",0.357085575,0.189345158,0.939706497,0.945661219,0.146850113,0.064066994,83.959,0.202259719,"Black Elk","Black Elk",0.465448596,0.406155,0.490348,0,0
"64",258,2009-01-08,1,4418,"Black Elk",45.5234515,-122.6762071,"Portland, OR",384,"Rock",1779,"Eyebone",0.061475307,0.287632562,0.938652614,0.875299637,0.116520354,0.090615948,119.803,0.142596245,"Black Elk","Black Elk",0.465448596,0.406155,0.490348,0,0
"65",303,2007-09-01,1,2060,"Green Collection",,,"Colchester UK",136,"Rock",159,"Splish spladdy",0.922907026,0.44086803,0.243451728,0.859713969,0.114738342,0.337815795,129.598,0.577068854,"Blah Blah Blah","Green Collection",0.381876436,0.493007,0.45409,0,0
"66",304,1982-04-06,1,3439,"Stripey Collection",,,"Colchester UK",191,"Rock",241,"Woo You",0.86568677,0.27887495,0.066924556,0.914963313,0.111546332,0.034110269,143.114,0.074577945,"Blah Blah Blah","Stripey Collection",0.381876436,0.493007,0.45409,0,0
"67",305,1981-01-01,1,4250,"Gold Collection",,,"Colchester UK",159,"Rock",2873,"Disney on Ice",0.76424761,0.733111717,0.07948683,0.935461343,0.111640631,0.042528775,108.131,0.107946455,"Blah Blah Blah","Gold Collection",0.381876436,0.493007,0.45409,0,0
"68",306,2007-09-01,1,2060,"Green Collection",,,"Colchester UK",129,"Rock",131,"The Prime Four",0.967960495,0.304326153,0.342578584,0.760670027,0.111136368,0.04442105,142.342,0.098576497,"Blah Blah Blah","Green Collection",0.381876436,0.493007,0.45409,0,0
"69",307,2007-09-01,1,2060,"Green Collection",,,"Colchester UK",205,"Rock",289,"Out on the farm",0.773769661,0.552026166,0.251327674,0.568975834,0.110743079,0.050632553,117.247,0.356984247,"Blah Blah Blah","Green Collection",0.381876436,0.493007,0.45409,0,0
"70",308,1982-04-06,1,3439,"Stripey Collection",,,"Colchester UK",186,"Rock",345,"The Hotel",0.881460625,0.474334149,0.035017151,0.930933638,0.104743766,0.033712152,92.951,0.319239398,"Blah Blah Blah","Stripey Collection",0.381876436,0.493007,0.45409,0,0
"71",309,2007-09-01,1,2060,"Green Collection",,,"Colchester UK",229,"Rock",147,"Where are all the people",0.33548143,0.390263092,0.021067363,0.937508147,0.089045697,0.041490645,60.382,0.039932121,"Blah Blah Blah","Green Collection",0.381876436,0.493007,0.45409,0,0
"72",310,1981-01-01,1,4250,"Gold Collection",,,"Colchester UK",146,"Rock",194,"Going Down to Soho",0.807939395,0.585477862,0.424564282,0.890464018,0.110307525,0.039165993,142.579,0.205182953,"Blah Blah Blah","Gold Collection",0.381876436,0.493007,0.45409,0,0
"73",311,1982-04-06,1,3439,"Stripey Collection",,,"Colchester UK",205,"Rock",1597,"Tropical Holiday Time",0.566658415,0.669094805,0.057540453,0.121327987,0.106270168,0.051355469,188.94,0.694344197,"Blah Blah Blah","Stripey Collection",0.381876436,0.493007,0.45409,0,0
"74",312,2007-09-01,1,2060,"Green Collection",,,"Colchester UK",199,"Rock",833,"Tropical Sheep",0.990320057,0.362013783,0.486088087,0.848269341,0.093920845,0.567185313,91.32,0.376977444,"Blah Blah Blah","Green Collection",0.381876436,0.493007,0.45409,0,0
"75",313,1982-04-06,1,3439,"Stripey Collection",,,"Colchester UK",142,"Rock",141,"Think Things Of You",0.97720379,0.748881023,0.131260286,0.765881669,0.112365988,0.134036919,101.106,0.521582006,"Blah Blah Blah","Stripey Collection",0.381876436,0.493007,0.45409,0,0
"76",314,2007-09-01,1,2060,"Green Collection",,,"Colchester UK",166,"Rock",142,"Daisey Chains",0.078123304,0.724799864,0.430954752,0.016487277,0.070829303,0.032861656,89.032,0.850639219,"Blah Blah Blah","Green Collection",0.381876436,0.493007,0.45409,0,0
"77",315,1981-01-01,1,4250,"Gold Collection",,,"Colchester UK",280,"Rock",383,"Interference",0.4764017,0.443016713,0.168393019,0.90966797,0.150000148,0.056420994,107.08,0.509662129,"Blah Blah Blah","Gold Collection",0.381876436,0.493007,0.45409,0,0
"78",316,1981-01-01,1,4250,"Gold Collection",,,"Colchester UK",87,"Rock",156,"Itching in my pants",0.797109673,0.483917086,0.061000622,0.597670577,0.110347571,0.191066413,103.859,0.252571453,"Blah Blah Blah","Gold Collection",0.381876436,0.493007,0.45409,0,0
"79",317,1982-04-06,1,3439,"Stripey Collection",,,"Colchester UK",198,"Rock",322,"Very Nice",0.968785317,0.398754509,0.333720509,0.930614717,0.277202749,0.040043801,112.977,0.240823378,"Blah Blah Blah","Stripey Collection",0.381876436,0.493007,0.45409,0,0
"80",318,2009-01-01,1,11086,"30th Anniversary Blah Blah Blah",,,"Colchester UK",41,"Rock",209,"1-2-3-4",0.605176535,0.452892782,0.259907492,0.965211788,0.099354824,0.075779772,78.172,0.517176346,"Blah Blah Blah","30th Anniversary Blah Blah Blah",0.381876436,0.493007,0.45409,0,0
"81",319,2007-09-01,1,2060,"Green Collection",,,"Colchester UK",156,"Rock",422,"Complete Shakespeare",0.890498485,0.316413081,0.059613107,0.913302878,0.108808026,0.038778514,133.934,0.122417322,"Blah Blah Blah","Green Collection",0.381876436,0.493007,0.45409,0,0
"82",320,1981-01-01,1,4250,"Gold Collection",,,"Colchester UK",316,"Rock",406,"The Natives are Restless",0.864403644,0.692845327,0.116538852,0.751706267,0.107039341,0.123691383,126.665,0.339868531,"Blah Blah Blah","Gold Collection",0.381876436,0.493007,0.45409,0,0
"83",321,1982-04-06,1,3439,"Stripey Collection",,,"Colchester UK",273,"Rock",693,"Heart Attack",0.897593404,0.254715755,0.271616395,0.958616618,0.080403956,0.032524802,147.547,0.178369455,"Blah Blah Blah","Stripey Collection",0.381876436,0.493007,0.45409,0,0
"84",322,2007-09-01,1,2060,"Green Collection",,,"Colchester UK",110,"Rock",386,"Shopping Bag",0.800476547,0.434217643,0.183197095,0.939285941,0.122503836,0.078796032,143.529,0.146380735,"Blah Blah Blah","Green Collection",0.381876436,0.493007,0.45409,0,0
"85",323,2007-09-01,1,2060,"Green Collection",,,"Colchester UK",237,"Rock",171,"Crocodile Song",0.973824992,0.335058487,0.125803378,0.922346157,0.110517364,0.033583558,73.895,0.143815277,"Blah Blah Blah","Green Collection",0.381876436,0.493007,0.45409,0,0
"86",324,1982-04-06,1,3439,"Stripey Collection",,,"Colchester UK",120,"Rock",185,"I just don't know",0.967250313,0.576881127,0.343455425,0.963476673,0.112806981,0.10542774,111.988,0.434777212,"Blah Blah Blah","Stripey Collection",0.381876436,0.493007,0.45409,0,0
"87",325,1981-01-01,1,4250,"Gold Collection",,,"Colchester UK",199,"Rock",300,"Liquidizing Chickens",0.927949521,0.517065201,0.12899274,0.901481965,0.240380101,0.396332932,114.819,0.48422366,"Blah Blah Blah","Gold Collection",0.381876436,0.493007,0.45409,0,0
"88",326,1982-04-06,1,3439,"Stripey Collection",,,"Colchester UK",105,"Rock",286,"Burn",0.933332172,0.614192963,0.711231095,0.844746731,0.154399913,0.579897204,197.924,0.380919806,"Blah Blah Blah","Stripey Collection",0.381876436,0.493007,0.45409,0,0
"89",327,1982-04-06,1,3439,"Stripey Collection",,,"Colchester UK",259,"Rock",234,"Hands Beckoning",0.928170889,0.55309119,0.303936877,0.954230323,0.110751742,0.107400985,110.039,0.616368064,"Blah Blah Blah","Stripey Collection",0.381876436,0.493007,0.45409,0,0
"90",328,1982-04-06,1,3439,"Stripey Collection",,,"Colchester UK",236,"Rock",328,"Central Park",0.297540646,0.624953428,0.176883622,0.815871157,0.09282263,0.055148622,114.858,0.503635493,"Blah Blah Blah","Stripey Collection",0.381876436,0.493007,0.45409,0,0
"91",331,2007-09-01,1,2060,"Green Collection",,,"Colchester UK",214,"Rock",187,"Weatherman",0.84942419,0.694784027,0.254716932,0.958145514,0.111972028,0.113968842,85.471,0.594901745,"Blah Blah Blah","Green Collection",0.381876436,0.493007,0.45409,0,0
"92",332,2009-01-01,1,11086,"30th Anniversary Blah Blah Blah",,,"Colchester UK",174,"Rock",139,"39th floor Club",0.993633002,0.47495815,0.590822834,0.90078984,0.139660553,0.228849159,101.637,0.281248164,"Blah Blah Blah","30th Anniversary Blah Blah Blah",0.381876436,0.493007,0.45409,0,0
"93",333,2009-01-01,1,11086,"30th Anniversary Blah Blah Blah",,,"Colchester UK",96,"Rock",423,"Blah intro",0.955110164,0.516983597,0.11365647,1.284e-06,0.208705038,0.713184877,92.49,0.389560656,"Blah Blah Blah","30th Anniversary Blah Blah Blah",0.381876436,0.493007,0.45409,0,0
"94",334,2009-01-01,1,11086,"30th Anniversary Blah Blah Blah",,,"Colchester UK",275,"Rock",405,"Blahpunk",0.945216322,0.214346058,0.641975417,0.9660183,0.111056478,0.049772798,149.17,0.187065926,"Blah Blah Blah","30th Anniversary Blah Blah Blah",0.381876436,0.493007,0.45409,0,0
